name,registration_code,vat,address,phone,email,website,manager,company_type,status,registration_date,share_capital,employees,activities,description,url
Barkorichi MB,,,"Algirdo g. 25-53, LT-03219 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/barkorichi_mb/
"Barto transportas, MB",,,"Beržų al. 1, Laumėnų k., LT-53118 Kauno r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/barto_transportas/
"UAB ""BAZIS""",,,"Pramonės g. 97, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bazis/
"Beketa, UAB",,,"Gėlyno g. 3, Kabaldos k., Širvintų r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/beketa/
"Beksa, UAB",,,"Vytauto g. 28-15, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/beksa/
"Belatrans, MB",,,"Ringelio g. 55A, LT-92346 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/belatrans/
"Belfasta, UAB",,,"Pramonės g. 141, Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/belfasta/
"Bendara, MB",,,"Parko g. 12, Ašmintos k., LT-59326 Prienų r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bendara/
Beno Rimkaus IĮ,,,"Vingio g. 24, Grabupiai, LT-99152 Šilutės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/beno_rimkaus_ii/
"Besparo transportas, UAB",,,"Aušros al. 68, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/besparo_transportas/
"Bilarda, MB",,,"Europos pr. 34-47, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bilarda/
"Birulis, MB",,,"Giedrių g. 34, Giedrių k., LT-70193 Vilkaviškio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/birulis/
"BM group Baltic, UAB",,,"Kalvarijų g. 125, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bm_group_baltic/
"BM Logis, UAB",,,"Gedimino pr. 47A, LT-01110 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/lurigos/
"Borelta, UAB",,,"Rūdės g. 27D, LT-76353 Šiauliai",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/borelta/
"Botlas, UAB",,,"Nartautų g. 1, Beinaičių k., Kėdainių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/botlas/
"Brinesa, MB",,,"Kilučių g. 50B, LT-41151 Biržai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/brinesa/
"Broanta, MB",,,"Šlaito g. 2, Ragožių k., LT-55105 Jonavos r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/broanta/
Broniaus Statkaus IĮ,,,"Vaivos g. 9, LT-72186 Tauragė",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/b_statkaus_ii/
Bronislovo Laurinavičiaus IĮ,,,"Teodoro Grotuso g. 20, Nairių k., LT-39380 Pasvalio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/b_laurinaviciaus_ii/
"Bruvis, UAB",,,"Mechanizatorių g. 13, Skaudvilė, Tauragės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bruvis/
"BTS Rental, MB",,,"Lygumos g. 23, Gindulių k., Klaipėdos r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bts_rental/
"Buktrans, UAB",,,"Smiltelės g. 8-66, LT-95195 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/buktrans/
"Bukveža, MB",,,"Nemuno g. 73, Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/bukveza/
"Cargo delivery, MB",,,"Lapių g. 3-34, LT-08109 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/cargo_delivery/
"UAB ""Cargo Frost""",,,"Švepelių g. 3, LT-94103 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/cargo_frost/
"Cargo transport, MB",,,"Daugėlių g. 63-34, Kuršėnai, LT-81118 Šiaulių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/cargo_transport/
"Cargoner, UAB",,,"Taikos g. 34-21, Utena",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/cargoner/
"CITMA ventus, UAB",,,"Ragainės g. 82, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/citma_ventus/
"CORM Group LT, UAB",,,"Sudvajų g. 22-13, LT-63281 Alytus",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/corm_group_lt/
"Cratos Logistik, UAB",,,"Vilties g. 32-426, LT-63210 Alytus",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/joriana/
Č. Lasevičiaus IĮ,,,"Ežero g. 48, Vievininkų k., LT-21387 Elektrėnai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/c_laseviciaus_ii/
"Čepsa, MB",,,"Stoties g. 49-8, LT-35105 Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/cepsa/
"Čia ir dabar, MB",,,"V. Nagevičiaus g. 3, LT-08237 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/cia_ir_dabar_mb/
"Dainojaus, IĮ",,,"H. Šojaus g. 10-18, LT-99127 Šilutė",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dainojaus/
"UAB ""DAIRAMA""",,,"P. Vaičaičio g. 9, Garliava, LT-53265 Kauno r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dairama/
"UAB ""Daivitra""",,,"Miežonių k., Kaišiadorių r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/daivitra/
"Dalaiva, MB",,,"Baltų pr. 131-11, LT-48201 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dalaiva/
"Dambra, MB",,,"Tilžės g. 283A, LT-76140 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dambra/
"Danara, MB",,,"P. Kalpoko g. 14, LT-41179 Biržai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/danara/
"Danaveka, MB",,,"Vyturio g. 15-48, LT-95186 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/danaveka/
"Dangio transportas, MB",,,"Chemijos g. 27C-62, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dangio_transportas/
"Danita, UAB",,,"Kalniečių g. 164-18, LT-50143 Kaunas",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/danita/
"Danitransas, MB",,,"Kaštonų g. 2-15, LT-35193 Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/danitransas/
"Danuritas, UAB",,,"Perkūnkiemio g. 19, LT-12120 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/danuritas/
"Daregva, MB",,,"Ryto g. 5, Gedžių k., LT-74201 Jurbarko r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/daregva/
"Dariasta, MB",,,"Dariaus ir Girėno g. 9, Žemaičių Naumiestis, LT-99204 Šilutės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dariasta/
"Darla, UAB",,,"Metalo g. 19A, LT-02190 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/darla/
"Darluka, MB",,,"Smiltelės g. 45-9, Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/darluka/
"Darolita, UAB",,,"Laisvės pr. 60-1107, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/darolita/
"Datira, UAB",,,"Geležinkelio g. 49, Baltoji Vokė, LT-17235 Šalčininkų r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/datira/
"Daugveža, MB",,,"Europos pr. 34-47, LT-46370 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/daugveza/
"Delta Truck Rental & Transportation, UAB",,,"K. Kalinausko g. 24-401, LT-03107 Vilnius",,,,,,,,,,"truck sales, parts, service; transportation",,https://rekvizitai.vz.lt/en/company/delta_truck_rental_transportation/
"DELTA XMIT, UAB",,,"Girulių g. 10-201, LT-12112 Vilnius",,,,,,,,,,computers and software; cars; transportation,,https://rekvizitai.vz.lt/en/company/uab_delta_xmit/
"DEMAX LT, MB",,,"Draugystės g. 17-1, LT-51229 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/demax_lt/
"Denism, MB",,,"Pakalnės g. 13-2, Kalotės k., LT-92273 Klaipėdos r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/denism/
"Denolas, MB",,,"S. Stanevičiaus g. 17-9, LT-07134 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/denolas/
"DGL Transline, UAB",,,"Sudvajų g. 22-13, LT-63281 Alytus",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dgl_transline/
"Dyauto, MB",,,"Chemikų g. 72-41, LT-55236 Jonava",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dyauto/
"Dileira, UAB",,,"Tilžės g. 61C-17, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dileira/
"Dina LT, MB",,,"Taikos pr. 9-45, Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dina_lt/
"Diotra, IĮ",,,"Lauko g. 7-17, LT-62336 Alytus",,,,,,,,,,,,https://rekvizitai.vz.lt/en/company/diotra/
"Dispetransa, MB",,,"Partizanų g. 61-806, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dispetransa/
"DJ TRANSPORT, MB",,,"Gegužių g. 15-12, LT-78314 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dj_transport/
"UAB ""DMD TRADE""",,,"Kalvarijų g. 149, Vilnius",,,,,,,,,,building materials; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/dmd_trade/
"Doavita, UAB",,,"Klaipėdos g. 40-48, Gargždai, LT-96123 Klaipėdos r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/doavita/
"DOG Cargo, UAB",,,"Jurgio Baltrušaičio g. 9, LT-06145 Vilnius",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/uab_dog_cargo/
"Dortransa, MB",,,"Senasis Ukmergės kel. 59A-2, Klevinės k., LT-14180 Vilniaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dortransa/
"Doscaras, MB",,,"Ežero g. 15A, Gudelių k., LT-14247 Vilniaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/doscaras/
"Dosent Technology, UAB",,,"A. Juozapavičiaus pr. 7F-2, LT-45251 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dosent_technology/
"Dotas, UAB",,,"L. Ivinskio a. 5, Kuršėnai, LT-81156 Šiaulių r",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/uab_dotas/
"Dovydė, UAB",,,"Įmonių g. 5D-3, Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dovyde/
"UAB ""Dovolita""",,,"Akacijų g. 11, Dembavos k., Panevėžio r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/dovolita/
"DR transport, MB",,,"R. Kalantos g. 87A, LT-52310 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dr_transport/
"Drs-Transportas, MB",,,"K. Korsako g. 1A-19, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/drs_transportas/
"DT servisas, MB",,,"Vytauto pr. 3-79, LT-44354 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dt_servisas/
"Dustum logistika, UAB",,,"S. Stanevičiaus g. 22-4, LT-07102 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/dustum_logistika/
"Dvartrans, MB",,,"Žirmūnų g. 25-70, LT-09102 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dvartrans/
"Dzanatas, UAB",,,"Veiverių g. 9B-62, LT-11346 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dzanatas/
"Dzūkijos Transportas, UAB",,,"A. Jonyno g. 37-16, LT-62368 Alytus",,,,,,,,,,"transportation; logistics services; truck sales, parts, service; warehouses",,https://rekvizitai.vz.lt/en/company/a_kupcinsko_ii/
"Džiuka, UAB",,,"Šviesos g. 8, Šilagalio k., LT-36220 Panevėžio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_dziuka/
"Eastimpex, UAB",,,"Konstitucijos pr. 23, Vilnius",,,,,,,,,,food products; freight forwarding; transportation,,https://rekvizitai.vz.lt/en/company/eastimpex_uab/
"Ecotransa, MB",,,"Lapieniškių g. 12, Triušių k., LT-92401 Klaipėdos r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ecotransa/
"ED group, UAB",,,"Sudvajų g. 22-13, LT-63281 Alytus",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ed_group/
"Edagona, UAB",,,"J. Savickio g. 4-7, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/edagona/
"Eddieson, MB",,,"Gamyklos g. 15-24, LT-89108 Mažeikiai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eddieson/
"Ederolka, UAB",,,"Partizanų g. 61-806, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ederolka/
"Edovas, MB",,,"Kuncų g. 14-42, Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/edovas/
"EGD transport, MB",,,"Tirkšlių g. 49, Geidžių k., Mažeikių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/egd_transport/
"Egdoba, MB",,,"Algirdo, LT-03218 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/egdoba/
Egidijaus Čaikos IĮ,,,"Prūsų g. 24, Lieporių k., LT-78408 Šiaulių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/egidijaus_caikos_ii/
"Egima, MB",,,"Fabijoniškių g. 39-20, LT-07120 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/egima/
"Egisara, UAB",,,"Maironio g. 6-1, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/egisara/
"UAB ""EGLINA""",,,"Stiklių g. 3, LT-63394 Alytus",,,,,,,,,,logistics services; moving services; transportation,,https://rekvizitai.vz.lt/en/company/eglina/
"Eglotas, UAB",,,"Debreceno g. 58A-36, Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eglotas/
"Eidara, UAB",,,"Klevų g. 6, Gruzdžiai, Šiaulių r",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/uab_eidara/
"Eimra, MB",,,"Algirdo g. 50A-5, LT-36107 Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eimra/
"Eitransva, UAB",,,"Ligoninės g. 9-2, Alytus",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eitransva/
"Eitveža, MB",,,"Eduardo Andrė g. 14-5, LT-02232 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eitveza/
"Eka transportas, MB",,,"Kauno pl. 82, Liepaloto k., LT-59103 Prienų r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eka_transportas/
"Ekatrans, MB",,,"Šaltinio g. 24, LT-55117 Jonava",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ekatrans/
"Ekrova, MB",,,"Miško g. 15, Rečionių k., Kaišiadorių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ekrova/
"EKV logistik, UAB",,,"Gebenių g. 61, Kaunas",,,,,,,,,,car rental; transportation,,https://rekvizitai.vz.lt/en/company/uab_ekv_logistik/
"Elanovas, MB",,,"Vytauto g. 7, Vadaktai, LT-82272 Radviliškio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/elanovas/
"Eldomita, MB",,,"Perkūnkiemio g. 13-91, LT-12114 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eldomita/
"Eldorado, UAB",,,"V. Nagevičiaus g. 3-6, LT-08237 Kaunas",,,,,,,,,,building services; retail; transportation,,https://rekvizitai.vz.lt/en/company/eldorado/
"Emantira, MB",,,"A. Jucio g. 48-34, Plungė",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/emantira/
"Emlandigo transport, MB",,,"Artojų g. 4, Cirkliškio k., LT-18122 Švenčionių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/emlandigo_transport/
"Emreza, MB",,,"Vasario 16-osios g. 41, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/emreza/
"Endlesspro, MB",,,"Smiltelės g. 37-13, LT-94261 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/endlesspro/
"Erada, UAB",,,"Giros g. 56, LT-68118 Marijampolė",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/uab_erada/
"UAB ""Erauta""",,,"Ragainės g. 71, LT-78110 Šiauliai",,,,,,,,,,cars; flowers and decorative plants; transportation; wholesale,,https://rekvizitai.vz.lt/en/company/erauta/
"Ergima, MB",,,"Pašvitinio g. 49, Linkuva, LT-83437 Pakruojo r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ergima/
"UAB ""Erminta""",,,"Žemaičių g. 74, Maldučių k., Rietavas",,,,,,,,,,logistics services; moving services; transportation,,https://rekvizitai.vz.lt/en/company/erminta/
"Ertami, UAB",,,"Žemaitės g. 85, Prienai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_ertami/
"Ertransportas, MB",,,"S. Stanevičiaus g. 17-9, LT-07134 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ertransportas/
"Esvera, MB",,,"Poviliškių k. 1, Poviliškių k., LT-81411 Šiaulių r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/esvera/
"Euro Hire, UAB",,,"Vilkpėdės g. 22, LT-03151 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/euro_hire/
"Eurobarta, UAB",,,"Eišiškių pl. 47-312, LT-02184 Vilnius",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/eurobarta/
"Euromifa, UAB",,,"Gedimino pr. 47A, LT-01109 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/euromifa/
"Euronava, UAB",,,"Gedimino pr. 47A, LT-01109 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/euronava/
"Eurospent, UAB",,,"Eišiškių pl. 47-312, LT-02184 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eurospent/
"EUROTRANSPORT GROUP, UAB",,,"Kovo 11-osios g. 47-27, Grigiškės, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eurotransport_group/
"Euroviruma, UAB",,,"Šilutės pl. 35G-36, Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/euroviruma/
"UAB ""Euroway""",,,"Laisvės pr. 117-74, Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_euroway/
"Eusprinta, UAB",,,"Ilgoji g. 56-13, Užliedžių k., LT-54304 Kauno r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/deimanto_transportas/
"Evadena, UAB",,,"Rūdės g. 27D, LT-76353 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/evadena/
"Eviksta, MB",,,"J. Brundzos g. 11-3, LT-59127 Prienai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eviksta/
"Falcon-Railas, UAB",,,"Bajorų kel. 25-110, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/falcon_railas/
"Fast Truck, UAB",,,"Ežero g. 12-9, Lentvaris, LT-25103 Trakų r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/fast_truck/
"Fedis, UAB",,,"Dvaro g. 41, LT-76345 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/fedis/
"Fiskaras, MB",,,"Debreceno g. 59-45, LT-94161 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/fiskaras/
"Flash Cargo Solutions, MB",,,"V. Nagevičiaus g. 3, LT-08237 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/flash_cargo_solutions/
"Flekslinka, MB",,,"Zanavykų g. 21, LT-71121 Šakiai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/flekslinka/
"FLOREAT, UAB",,,"Margių g. 6-7, Kalvelių k., Vilniaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_floreat/
"Foksai, UAB",,,"Pilies g. 8-310, LT-91234 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/foksai/
"FORS TRANSPORT, UAB",,,"Kalno g. 3, Asavos k., LT-69285 Kalvarija",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dignaja/
"Forsano transportas, MB",,,"Sodų g. 31-4, LT-55166 Jonava",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/forsano_transportas/
"G. Neimanto įmonė, UAB",,,"Švepelių g. 3, LT-94103 Klaipėda",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/g_neimanto_ii/
"Gakotransas, IĮ",,,"Ramunių g. 14, LT-82126 Radviliškis",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/gakotransas/
"Garantuotas sprendimas, UAB",,,"A. Purėno g. 4A, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/garantuotas_sprendimas/
"Gedasta, MB",,,"Kviečių g. 36-13, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/gedasta/
"Gedevan, MB",,,"Aušros al. 68, LT-76233 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/gedevan/
Gedimino Litvaičio IĮ,,,"Vytauto g. 198A, Teleičių k., LT-53273 Kauno r",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/gedimino_litvaicio_imone/
"Gedva, UAB",,,"Šermukšnių g. 6, Narvaišių k., LT-90391 Plungės r",,,,,,,,,,moving services; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/gedva/
Genadijaus Pugačiovo įmonė,,,"Taikos pr. 87-38, LT-50441 Kaunas",,,,,,,,,,passenger transport; taxi services; transportation,,https://rekvizitai.vz.lt/en/company/g_pugaciovo/
"Geotransas, UAB",,,"Švitrigailos g. 11K-109, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/geotransas/
"Gerdaša, MB",,,"Dabintos g. 9-4, LT-66111 Druskininkai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/gerdasa/
"Gerosa LT, MB",,,"Hipodromo g. 37, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/gerosa_lt/
"UAB ""Getransa""",,,"Butkų Juzės g. 19, Gargždai, LT-96138 Klaipėdos r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/getransa/
"Keleivių transporto KB ""Gintarinis vairas""",,,"Lazdynėlių g. 55, Klaipėda",,,,,,,,,,cars; logistics services; passenger transport; transportation,,https://rekvizitai.vz.lt/en/company/gintarinis_vairas_keleiviu_transporto_kooperatine_bendrove/
